time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-06-08T08:11:11.920Z,33.708,-116.7568333,17.5,0.8,ml,39,68,0.03571,0.11,ci,ci37395448,2015-06-09T21:14:07.170Z,"5km SW of Idyllwild, California",earthquake
2015-06-08T08:02:37.000Z,61.4129,-146.5599,26.5,1.3,ml,,,,0.76,ak,ak11620028,2015-06-08T08:21:15.576Z,"33km NNW of Valdez, Alaska",earthquake
2015-06-08T07:26:24.800Z,33.489,-116.4411667,15.32,0.79,ml,20,134,0.03666,0.16,ci,ci37250141,2015-06-09T00:19:40.994Z,"23km ESE of Anza, California",earthquake
2015-06-08T07:26:18.140Z,33.4911667,-116.439,14.89,0.64,ml,26,88,0.03401,0.14,ci,ci37395440,2015-06-09T00:10:47.010Z,"23km SSW of La Quinta, California",earthquake
2015-06-08T07:17:54.650Z,36.1273333,-117.8548333,3.66,0.84,ml,19,66,0.1228,0.1,ci,ci37395432,2015-06-08T16:54:22.914Z,"12km NE of Coso Junction, California",earthquake
2015-06-08T07:06:24.070Z,31.6175,-116.0356667,6.42,2.5,ml,15,184,0.7505,0.24,ci,ci37395424,2015-06-08T19:16:52.271Z,"52km ESE of Maneadero, B.C., MX",earthquake
2015-06-08T06:55:17.520Z,33.5216667,-116.7361667,3.93,1.46,ml,65,21,0.04363,0.18,ci,ci37395408,2015-06-09T00:41:10.170Z,"7km WSW of Anza, California",earthquake
2015-06-08T06:47:17.000Z,59.9205,-142.202,1.3,1.8,ml,,,,1.04,ak,ak11620012,2015-06-08T07:10:18.963Z,"20km SE of Cape Yakataga, Alaska",earthquake
2015-06-08T06:36:36.160Z,2.4663,128.2601,140.71,4.6,mb,,129,1.905,1.08,us,us20002mvs,2015-06-08T14:39:16.929Z,"86km NNE of Tobelo, Indonesia",earthquake
2015-06-08T06:27:49.789Z,39.3513,-120.0102,7.6676,0.79,ml,19,61.45,0.062,0.1668,nn,nn00497701,2015-06-09T02:40:08.352Z,"11km NNW of Incline Village, Nevada",earthquake
2015-06-08T06:25:29.740Z,36.1256667,-117.8556667,3.59,0.7,ml,17,66,0.121,0.1,ci,ci37395400,2015-06-08T17:35:02.145Z,"12km NE of Coso Junction, California",earthquake
2015-06-08T06:24:14.000Z,63.1965,-151.3358,11.1,1.3,ml,,,,0.53,ak,ak11620010,2015-06-08T06:44:02.615Z,"115km NNW of Talkeetna, Alaska",earthquake
2015-06-08T06:23:36.196Z,39.3496,-120.0032,6.7336,0.97,ml,15,61.99,0.063,0.095,nn,nn00497700,2015-06-09T02:39:45.541Z,"11km NNW of Incline Village, Nevada",earthquake
2015-06-08T06:22:20.850Z,36.1268333,-117.8546667,3.61,0.79,ml,17,66,0.1223,0.11,ci,ci37395392,2015-06-08T17:40:38.333Z,"12km NE of Coso Junction, California",earthquake
2015-06-08T06:20:53.690Z,36.1305,-117.8628333,1.786,1.11,ml,19,64,0.1245,0.2,ci,ci37395384,2015-06-08T14:07:38.718Z,"12km NE of Coso Junction, California",earthquake
2015-06-08T06:18:03.030Z,33.376,-116.8695,16.628,1.05,ml,39,42,0.02305,0.16,ci,ci37395376,2015-06-08T14:07:59.659Z,"2km NNW of Palomar Observatory, California",earthquake
2015-06-08T06:15:31.650Z,36.1315,-117.8635,1.926,1.7,ml,25,62,0.1254,0.16,ci,ci37395368,2015-06-08T14:08:01.427Z,"12km NE of Coso Junction, California",earthquake
2015-06-08T06:11:21.410Z,36.1306667,-117.8565,2.86,2.08,ml,41,34,0.1257,0.14,ci,ci37395352,2015-06-09T00:01:27.290Z,"13km NE of Coso Junction, California",earthquake
2015-06-08T06:09:21.230Z,37.6558333,-118.8268333,2.91,0.47,md,13,160,0.01923,0.07,nc,nc72462716,2015-06-08T18:55:38.050Z,"12km E of Mammoth Lakes, California",earthquake
2015-06-08T06:01:08.370Z,41.5324,142.0004,47,6.1,mwb,,67,0.99,1.04,us,us20002mvq,2015-06-09T14:59:04.000Z,"70km ENE of Mutsu, Japan",earthquake
2015-06-08T05:52:38.200Z,18.2495,-66.8564,35,1.9,Md,4,151.2,0.13744224,0.2,pr,pr15159001,2015-06-08T07:41:12.170Z,"5km SSE of Lares, Puerto Rico",earthquake
2015-06-08T05:52:29.860Z,33.782,-115.7096667,7.795,1.36,ml,33,98,0.09499,0.17,ci,ci37395336,2015-06-08T14:09:03.320Z,"30km WNW of Desert Center, California",earthquake
2015-06-08T05:41:00.620Z,36.1813333,-117.8908333,0.031,0.93,ml,11,78,0.1732,0.19,ci,ci37395328,2015-06-08T14:08:53.115Z,"15km SE of Olancha, California",earthquake
2015-06-08T05:39:02.900Z,36.5446667,-121.1316667,4.13,2.1,md,67,42,0.01685,0.06,nc,nc72462711,2015-06-09T21:22:04.964Z,"21km NE of Soledad, California",earthquake
2015-06-08T05:34:46.700Z,17.4601,-63.5615,157,3.7,Md,6,316.8,1.38340554,0.25,pr,pr15159000,2015-06-08T13:37:27.636Z,"37km WSW of The Bottom, Bonaire, Saint Eustatius and Saba ",earthquake
2015-06-08T05:14:06.430Z,36.1836667,-117.8878333,1.276,1.2,ml,12,77,0.1777,0.18,ci,ci37395312,2015-06-08T14:09:09.486Z,"15km SE of Olancha, California",earthquake
2015-06-08T05:12:59.720Z,36.1856667,-117.8881667,2.19,0.64,ml,15,58,0.1776,0.08,ci,ci37395320,2015-06-08T17:46:59.356Z,"15km SE of Olancha, California",earthquake
2015-06-08T05:08:23.410Z,-24.7053,179.8393,522.95,4.4,mb,,119,7.123,0.73,us,us20002mvj,2015-06-08T13:10:59.186Z,"South of the Fiji Islands",earthquake
2015-06-08T05:07:54.510Z,38.0351667,-118.825,6.86,1.69,md,36,94,0.04613,0.07,nc,nc72462701,2015-06-09T02:39:28.232Z,"43km SE of Bridgeport, California",earthquake
2015-06-08T05:04:28.200Z,33.2921667,-116.7431667,16.533,1,ml,41,40,0.05754,0.16,ci,ci37395304,2015-06-08T14:09:27.556Z,"6km NNE of Lake Henshaw, California",earthquake
2015-06-08T05:03:59.000Z,60.1672,-141.4774,0,1.3,ml,,,,0.83,ak,ak11619990,2015-06-08T05:22:21.394Z,"54km ENE of Cape Yakataga, Alaska",earthquake
2015-06-08T04:58:38.610Z,38.8146667,-122.8209991,2.84,1.02,md,21,47,0.008623,0.04,nc,nc72462691,2015-06-08T05:00:13.990Z,"6km NW of The Geysers, California",earthquake
2015-06-08T04:57:49.000Z,62.9981,-149.5257,63.8,1.1,ml,,,,0.44,ak,ak11619988,2015-06-08T05:22:20.607Z,"52km SSW of Cantwell, Alaska",earthquake
2015-06-08T04:51:30.810Z,34.0401667,-117.1033333,9.74,0.73,ml,28,73,0.008875,0.11,ci,ci37395296,2015-06-08T23:52:41.672Z,"4km SE of Mentone, California",earthquake
2015-06-08T04:49:09.610Z,40.6196667,-122.2141667,22.28,1.83,md,27,39,0.1183,0.09,nc,nc72462686,2015-06-10T01:57:17.580Z,"2km SSE of Bella Vista, California",earthquake
2015-06-08T04:43:37.580Z,33.2148333,-116.7388333,8.86,0.58,ml,25,54,0.0269,0.15,ci,ci37395288,2015-06-08T23:46:19.703Z,"4km SE of Lake Henshaw, California",earthquake
2015-06-08T04:30:47.340Z,19.4036674,-155.2700043,1.59,1.72,ml,14,86,0.006572,0.21,hv,hv60955561,2015-06-08T04:36:28.470Z,"4km SW of Volcano, Hawaii",earthquake
2015-06-08T04:28:16.110Z,37.2353,-97.9531,6.24,3.4,mb_lg,,75,0.016,0.21,us,us20002mv8,2015-06-09T03:24:08.138Z,"8km SE of Harper, Kansas",earthquake
2015-06-08T04:18:45.700Z,38.8131676,-122.8218307,2.58,0.88,md,12,70,0.007168,0.04,nc,nc72462671,2015-06-08T04:20:19.630Z,"6km NW of The Geysers, California",earthquake
2015-06-08T04:18:22.933Z,39.3464,-120.0045,7.4561,0.95,ml,17,62.38,0.059,0.1752,nn,nn00497695,2015-06-09T02:39:07.373Z,"10km NNW of Incline Village, Nevada",earthquake
2015-06-08T04:08:55.787Z,36.699,-116.3188,9.3046,0.09,ml,7,199.37,0.09,0.1325,nn,nn00497717,2015-06-09T02:41:07.562Z,"45km ESE of Beatty, Nevada",earthquake
2015-06-08T03:57:32.350Z,42.4003333,-120.284,6.48,2.08,md,6,140,0.1848,0.2,uw,uw61022812,2015-06-10T05:58:30.260Z,"24km NNE of Lakeview, Oregon",earthquake
2015-06-08T03:49:08.100Z,35.8601667,-117.691,3.71,1.76,ml,38,36,0.07909,0.14,ci,ci37395280,2015-06-08T23:43:05.630Z,"21km ESE of Little Lake, California",earthquake
2015-06-08T03:47:40.370Z,47.9391667,-121.5575,4.04,1.04,md,4,195,0.3568,0.23,uw,uw61022807,2015-06-10T06:01:38.790Z,"13km NE of Gold Bar, Washington",earthquake
2015-06-08T03:42:38.670Z,34.5175,-118.9271667,17.61,1.22,ml,22,104,0.161,0.19,ci,ci37395272,2015-06-08T23:34:19.988Z,"13km N of Fillmore, California",earthquake
2015-06-08T03:40:36.520Z,47.9326667,-121.5648333,7.45,1.05,md,19,86,0.2215,0.25,uw,uw61022802,2015-06-10T06:10:55.620Z,"12km NE of Gold Bar, Washington",earthquake
2015-06-08T03:28:12.350Z,36.5034,70.7731,198.44,4.4,mb,,79,0.64,0.8,us,us20002mv5,2015-06-08T11:30:49.723Z,"40km S of Jarm, Afghanistan",earthquake
2015-06-08T03:11:09.248Z,39.3512,-120.0026,6.5513,0.04,ml,6,102.7,0.064,0.0951,nn,nn00497693,2015-06-09T02:38:33.858Z,"11km NNW of Incline Village, Nevada",earthquake
2015-06-08T03:04:05.100Z,40.5675,-124.4406667,22.93,2.19,md,21,250,0.06977,0.13,nc,nc72462656,2015-06-09T22:20:05.174Z,"14km W of Ferndale, California",earthquake
2015-06-08T02:39:36.270Z,33.784,-116.1686667,3.28,1.17,ml,33,80,0.04582,0.15,ci,ci37395264,2015-06-08T23:00:30.680Z,"8km NNE of Indio, California",earthquake
2015-06-08T02:38:36.000Z,65.1588,-148.9774,8.4,0.8,ml,,,,0.26,ak,ak11619974,2015-06-08T03:01:28.456Z,"57km NW of Ester, Alaska",earthquake
2015-06-08T02:29:43.390Z,33.5973333,-116.8138333,9.218,1.04,ml,44,38,0.04167,0.14,ci,ci37395256,2015-06-08T02:53:57.260Z,"14km WNW of Anza, California",earthquake
2015-06-08T02:22:36.000Z,60.6344,-149.4909,2,2.1,ml,,,,0.84,ak,ak11619971,2015-06-08T02:33:17.577Z,"46km WSW of Whittier, Alaska",earthquake
2015-06-08T02:20:53.892Z,42.0244,-120.2023,2.7743,0.3,ml,4,132.28,0.143,0.1159,nn,nn00497687,2015-06-09T02:38:23.751Z,"21km SSE of Lakeview, Oregon",earthquake
2015-06-08T02:15:56.990Z,39.4585,-122.9461667,7.17,1.74,md,28,32,0.03874,0.05,nc,nc72462651,2015-06-10T01:55:46.150Z,"30km NE of Redwood Valley, California",earthquake
2015-06-08T02:10:10.000Z,62.1583,-148.9566,28.4,1.2,ml,,,,0.19,ak,ak11619969,2015-06-08T02:33:16.722Z,"40km N of Sutton-Alpine, Alaska",earthquake
2015-06-08T02:06:11.100Z,44.5913333,-111.1663333,11.44,0.23,md,8,110,0.049,0.17,uu,uu60113607,2015-06-08T16:22:19.950Z,"9km SSW of West Yellowstone, Montana",earthquake
2015-06-08T02:05:10.706Z,36.7263,-115.9311,2.0668,-0.19,ml,10,206.84,0.044,0.1085,nn,nn00497678,2015-06-09T02:37:58.647Z,"57km N of Pahrump, Nevada",earthquake
2015-06-08T02:02:50.146Z,36.9484,-117.6328,10.3484,0.82,ml,7,172.03,0.219,0.1453,nn,nn00497677,2015-06-09T02:37:43.839Z,"54km NE of Lone Pine, California",earthquake
2015-06-08T02:01:36.275Z,36.9455,-117.6356,11.5757,0.63,ml,8,221.96,0.221,0.1068,nn,nn00497676,2015-06-09T02:37:34.306Z,"53km NE of Lone Pine, California",earthquake
2015-06-08T01:55:45.324Z,41.9041,-119.6429,12.7545,0.73,ml,4,215.76,0.123,0.0191,nn,nn00497686,2015-06-09T02:38:16.305Z,"66km ESE of Lakeview, Oregon",earthquake
2015-06-08T01:51:17.870Z,36.1853333,-117.888,1.46,2.44,ml,28,57,0.1772,0.15,ci,ci37395232,2015-06-08T22:30:28.874Z,"15km SE of Olancha, California",earthquake
2015-06-08T01:44:07.424Z,41.9409,-119.7231,1.7048,1.39,ml,5,206.95,0.053,0.1425,nn,nn00497674,2015-06-09T02:37:18.259Z,"58km ESE of Lakeview, Oregon",earthquake
2015-06-08T01:41:18.665Z,41.9522,-119.7278,2.9321,2.09,ml,5,204.73,0.047,0.1402,nn,nn00497683,2015-06-09T02:38:07.897Z,"57km ESE of Lakeview, Oregon",earthquake
2015-06-08T01:35:02.000Z,61.2844,-146.8811,42.9,1.3,ml,,,,0.36,ak,ak11619963,2015-06-08T01:53:23.833Z,"33km WNW of Valdez, Alaska",earthquake
2015-06-08T01:33:03.550Z,38.8191667,-122.7926667,4,1.51,md,51,33,0.01106,0.07,nc,nc72462636,2015-06-11T01:36:03.340Z,"5km NW of The Geysers, California",earthquake
2015-06-08T01:32:50.470Z,-24.2461,-67.3316,186.98,4.5,mb,,207,2.179,0.99,us,us20002mul,2015-06-08T09:35:21.064Z,"102km W of San Antonio de los Cobres, Argentina",earthquake
2015-06-08T01:26:15.360Z,38.8251667,-122.7786667,1.77,0.21,md,9,96,0.008649,0.01,nc,nc72462631,2015-06-10T04:57:52.880Z,"4km W of Cobb, California",earthquake
2015-06-08T01:03:30.000Z,61.3868,-140.2845,0.3,1.5,ml,,,,0.62,ak,ak11619960,2015-06-08T01:27:22.442Z,"165km WNW of Haines Junction, Canada",earthquake
2015-06-08T00:48:39.060Z,37.4741667,-118.8428333,7.49,0.82,md,15,120,0.1162,0.17,nc,nc72462621,2015-06-08T18:48:06.380Z,"22km SSE of Mammoth Lakes, California",earthquake
2015-06-08T00:45:56.370Z,33.7861667,-116.1743333,3.03,0.66,ml,17,158,0.0407,0.19,ci,ci37395224,2015-06-08T22:23:00.461Z,"8km NNE of Indio, California",earthquake
2015-06-08T00:43:52.710Z,19.0908337,-155.427002,42.21,2.01,md,21,260,0.07231,0.16,hv,hv60955446,2015-06-09T16:10:56.700Z,"13km SSE of Pahala, Hawaii",earthquake
2015-06-08T00:35:20.200Z,32.9275,-116.2471667,7.96,1.13,ml,29,56,0.01243,0.2,ci,ci37395216,2015-06-09T21:42:52.850Z,"26km SSW of Ocotillo Wells, California",earthquake
2015-06-08T00:32:00.430Z,38.8088341,-122.8233337,2.42,0.44,md,9,104,0.004566,0.03,nc,nc72462616,2015-06-08T00:33:32.990Z,"6km WNW of The Geysers, California",earthquake
2015-06-08T00:27:23.290Z,36.1301667,-117.8543333,2.976,0.87,ml,14,97,0.1256,0.18,ci,ci37395208,2015-06-08T14:10:35.983Z,"13km NE of Coso Junction, California",earthquake
2015-06-08T00:25:37.430Z,33.7856667,-115.708,8.251,1.14,ml,25,83,0.09705,0.16,ci,ci37395200,2015-06-08T14:11:20.340Z,"30km WNW of Desert Center, California",earthquake
2015-06-08T00:24:00.540Z,37.9408333,-122.0683333,11.88,2.11,md,71,60,0.04628,0.07,nc,nc72462611,2015-06-10T14:28:53.779Z,"1km SW of Pleasant Hill, California",earthquake
2015-06-08T00:20:52.000Z,57.9865,-153.6996,74.1,2.1,ml,,,,0.66,ak,ak11619957,2015-06-08T00:48:29.241Z,"52km NNE of Larsen Bay, Alaska",earthquake
2015-06-08T00:15:35.410Z,38.8076668,-122.80233,1.66,0.43,md,7,122,0.005498,0.02,nc,nc72462606,2015-06-08T00:17:08.850Z,"5km NW of The Geysers, California",earthquake
2015-06-07T23:56:23.046Z,39.3467,-120.007,7.5774,0.85,ml,18,57.72,0.059,0.1313,nn,nn00497671,2015-06-08T00:46:14.822Z,"10km NNW of Incline Village, Nevada",earthquake
2015-06-07T23:47:22.000Z,60.1885,-141.7693,0,1.4,ml,,,,0.62,ak,ak11619912,2015-06-08T00:03:14.719Z,"39km ENE of Cape Yakataga, Alaska",earthquake
2015-06-07T23:24:20.525Z,37.1695,-117.2525,8.5518,0,ml,7,171.73,0.258,0.0961,nn,nn00497765,2015-06-08T18:57:09.545Z,"52km WNW of Beatty, Nevada",earthquake
2015-06-07T23:15:36.710Z,33.162,-116.5361667,16.45,0.9,ml,23,91,0.09582,0.13,ci,ci37395184,2015-06-08T22:10:04.735Z,"11km NNE of Julian, California",earthquake
2015-06-07T23:08:27.000Z,65.0434,-147.2034,13.8,1.2,ml,,,,0.81,ak,ak11619910,2015-06-07T23:33:05.912Z,"31km NNE of Badger, Alaska",earthquake
2015-06-07T22:53:11.000Z,63.3067,-151.0317,10.3,1,ml,,,,0.26,ak,ak11619909,2015-06-07T23:18:01.892Z,"104km W of Cantwell, Alaska",earthquake
2015-06-07T22:45:19.590Z,38.7879982,-122.7503357,1.14,1.18,md,9,90,0.01165,0.03,nc,nc72462591,2015-06-07T22:46:53.330Z,"1km NNE of The Geysers, California",earthquake
2015-06-07T22:42:40.050Z,38.8255,-122.851,2.95,1.3,md,48,41,0.005021,0.06,nc,nc72462581,2015-06-10T22:44:14.562Z,"9km WNW of The Geysers, California",earthquake
2015-06-07T22:39:31.230Z,35.9516667,-119.9576667,11.51,1.53,md,20,115,0.08885,0.16,nc,nc72462586,2015-06-09T23:35:37.780Z,"6km S of Kettleman City, California",earthquake
2015-06-07T22:36:24.260Z,33.7848333,-116.1673333,2.98,1.43,ml,43,66,0.04667,0.15,ci,ci37395176,2015-06-08T23:22:47.560Z,"8km NNE of Indio, California",earthquake
2015-06-07T22:17:43.980Z,38.8135,-122.8133333,3.42,0.6,md,30,88,0.0102,0.03,nc,nc72462576,2015-06-10T02:45:09.607Z,"6km NW of The Geysers, California",earthquake
2015-06-07T22:13:34.030Z,33.7816667,-116.1678333,3.32,0.95,ml,20,80,0.04718,0.15,ci,ci37395168,2015-06-08T18:01:04.608Z,"8km NNE of Indio, California",earthquake
2015-06-07T22:09:29.461Z,36.7789,-115.9564,1.7835,0.01,ml,8,236.31,0.056,0.1373,nn,nn00497657,2015-06-08T00:39:31.356Z,"63km N of Pahrump, Nevada",earthquake
2015-06-07T22:07:43.710Z,33.7873333,-116.1698333,3.33,1.8,ml,44,61,0.04406,0.17,ci,ci37395160,2015-06-08T22:04:12.907Z,"8km NNE of Indio, California",earthquake
2015-06-07T22:06:56.012Z,37.1452,-117.252,13.8173,0.34,ml,9,164.26,0.163,0.1258,nn,nn00497656,2015-06-08T00:32:50.527Z,"51km WNW of Beatty, Nevada",earthquake
2015-06-07T22:06:38.390Z,38.7911667,-122.7628333,1.94,1.27,md,27,59,0.009757,0.06,nc,nc72462566,2015-06-10T21:02:58.960Z,"1km NNW of The Geysers, California",earthquake
2015-06-07T21:56:03.000Z,62.5336,-152.1513,105.9,1.4,ml,,,,0.49,ak,ak11619905,2015-06-07T22:17:27.641Z,"108km WNW of Talkeetna, Alaska",earthquake
2015-06-07T21:52:46.110Z,38.8416672,-122.838501,2.04,0.7,md,17,94,0.003871,0.03,nc,nc72462561,2015-06-07T21:54:18.930Z,"10km WNW of Cobb, California",earthquake
2015-06-07T21:50:57.125Z,38.3879,-118.5254,11.9295,0.39,ml,3,170.87,0.138,0.0186,nn,nn00497655,2015-06-08T00:26:27.629Z,"17km SSE of Hawthorne, Nevada",earthquake
2015-06-07T21:49:18.000Z,51.7949,-176.9786,10.9,1.2,ml,,,,0.93,ak,ak11619903,2015-06-08T04:43:17.249Z,"24km WSW of Adak, Alaska",earthquake
2015-06-07T21:46:56.601Z,38.388,-118.5087,13.168,0.54,ml,3,181.3,0.137,0.0089,nn,nn00497668,2015-06-08T00:23:18.471Z,"18km SSE of Hawthorne, Nevada",earthquake
2015-06-07T21:42:55.174Z,38.3921,-118.6052,7.581,0.19,ml,5,142,0.161,0.0775,nn,nn00497763,2015-06-08T18:41:35.495Z,"14km S of Hawthorne, Nevada",earthquake
2015-06-07T21:40:40.760Z,33.782,-116.1665,3,0.92,ml,17,162,0.04813,0.14,ci,ci37395152,2015-06-08T21:55:03.421Z,"8km NNE of Indio, California",earthquake
2015-06-07T21:38:55.294Z,36.3156,-116.8354,4.9968,0.76,ml,13,128.38,0.186,0.1214,nn,nn00497653,2015-06-08T00:19:57.520Z,"66km S of Beatty, Nevada",earthquake
2015-06-07T21:37:49.660Z,33.786,-115.7096667,8.281,1.6,ml,25,82,0.09815,0.2,ci,ci37395144,2015-06-08T14:12:33.620Z,"30km WNW of Desert Center, California",earthquake
2015-06-07T21:37:24.740Z,48.0015,-122.8688333,17.84,0.97,md,8,209,0.07027,0.29,uw,uw61022722,2015-06-08T15:53:16.740Z,"7km WSW of Port Hadlock-Irondale, Washington",earthquake
2015-06-07T21:28:37.240Z,35.8598333,-117.6876667,4.74,0.5,ml,11,78,0.08096,0.06,ci,ci37395136,2015-06-08T17:56:44.587Z,"22km ESE of Little Lake, California",earthquake
2015-06-07T21:26:04.000Z,62.0482,-150.4025,8.3,1.2,ml,,,,1.03,ak,ak11619898,2015-06-07T21:46:39.205Z,"31km WSW of Y, Alaska",earthquake
2015-06-07T21:24:29.730Z,35.8618333,-117.6893333,3.84,0.76,ml,20,78,0.08121,0.18,ci,ci37395128,2015-06-08T21:47:54.685Z,"21km ESE of Little Lake, California",earthquake
2015-06-07T21:17:19.912Z,38.0283,-118.8781,7.1227,0.95,ml,6,242.42,0.085,0.1,nn,nn00497652,2015-06-08T00:16:31.974Z,"39km SE of Bridgeport, California",earthquake
2015-06-07T21:14:06.100Z,-29.0315,-67.3224,11.62,5,mb,,43,2.71,1.09,us,us20002mty,2015-06-08T00:05:29.443Z,"22km NE of Chilecito, Argentina",earthquake
2015-06-07T21:04:12.718Z,37.0616,-117.1653,13.3596,0.18,ml,6,190.1,0.133,0.0655,nn,nn00497666,2015-06-08T00:13:21.153Z,"39km WNW of Beatty, Nevada",earthquake
2015-06-07T20:40:42.780Z,33.7753333,-115.712,10.22,1.01,ml,16,150,0.09116,0.1,ci,ci37395120,2015-06-08T17:54:02.194Z,"30km WNW of Desert Center, California",earthquake
2015-06-07T20:34:40.000Z,63.9245,-148.9136,2.5,2.5,ml,,,,0.42,ak,ak11619857,2015-06-08T04:37:16.623Z,"7km NNE of Healy, Alaska",earthquake
2015-06-07T20:31:08.005Z,38.0384,-118.895,6.9333,0.85,ml,7,231.33,0.094,0.0959,nn,nn00497651,2015-06-08T00:03:54.950Z,"38km SE of Bridgeport, California",earthquake
2015-06-07T20:20:25.950Z,36.8465,-97.7934,5,3.3,mb_lg,,71,0.053,0.37,us,us20002mtp,2015-06-08T23:33:00.725Z,"6km NW of Medford, Oklahoma",earthquake
2015-06-07T20:20:10.420Z,36.8408,-97.8169,5.57,2.7,ml,,46,0.035,0.29,us,us20002n4l,2015-06-08T23:35:57.091Z,"8km WNW of Medford, Oklahoma",earthquake
2015-06-07T20:04:17.990Z,33.7825,-115.7083333,9.43,1.03,ml,18,91,0.0947,0.12,ci,ci37395112,2015-06-08T21:44:04.294Z,"30km WNW of Desert Center, California",earthquake
2015-06-07T20:00:32.000Z,64.4458,-148.3197,16.3,0.6,ml,,,,0.05,ak,ak11619853,2015-06-07T20:20:02.597Z,"40km ESE of North Nenana, Alaska",earthquake
2015-06-07T19:59:41.500Z,18.0993,-66.5302,17,2.6,Md,16,68.4,0.05210229,0.25,pr,pr15158003,2015-06-08T04:02:19.255Z,"3km WNW of Guayabal, Puerto Rico",earthquake
2015-06-07T19:58:58.000Z,61.9264,-150.4614,14.7,1.7,ml,,,,0.72,ak,ak11619850,2015-06-07T20:20:01.810Z,"29km NW of Willow, Alaska",earthquake
2015-06-07T19:57:51.740Z,33.5903333,-116.8148333,9.494,1.5,ml,48,35,0.04248,0.23,ci,ci37395104,2015-06-08T14:12:40.010Z,"14km WNW of Anza, California",earthquake
2015-06-07T19:48:17.700Z,18.8661,-64.4489,39,3,Md,15,262.8,0.17517148,0.11,pr,pr15158002,2015-06-08T03:51:07.442Z,"52km NNE of Road Town, British Virgin Islands",earthquake
2015-06-07T19:43:16.440Z,38.8160019,-122.8010025,1.65,0.97,md,16,49,0.01023,0.03,nc,nc72462546,2015-06-07T19:44:53.070Z,"5km NW of The Geysers, California",earthquake
2015-06-07T19:29:06.080Z,26.5704,126.1878,136.14,4.7,mb,,103,1.883,1.1,us,us20002mt6,2015-06-08T03:31:34.263Z,"154km WNW of Naha-shi, Japan",earthquake
2015-06-07T19:23:14.000Z,60.6728,-149.4596,15.1,1,ml,,,,0.8,ak,ak11619843,2015-06-08T04:30:16.308Z,"43km WSW of Whittier, Alaska",earthquake
2015-06-07T19:21:38.650Z,36.1895,-117.8913333,3.06,0.31,ml,6,243,0.1803,0.1,ci,ci37395096,2015-06-08T17:48:12.150Z,"14km SE of Olancha, California",earthquake
2015-06-07T19:14:29.600Z,37.6503333,-118.8238333,3.77,1.02,md,28,57,0.01562,0.06,nc,nc72462541,2015-06-10T01:52:44.450Z,"13km E of Mammoth Lakes, California",earthquake
2015-06-07T19:08:10.027Z,38.1598,-118.2184,11.2826,0.78,ml,8,210.39,0.215,0.1212,nn,nn00497645,2015-06-08T00:00:42.612Z,"53km SE of Hawthorne, Nevada",earthquake
2015-06-07T19:04:14.920Z,36.4668333,-121.0466667,6.28,1.76,md,53,57,0.04757,0.06,nc,nc72462536,2015-06-09T17:43:26.694Z,"23km NE of Greenfield, California",earthquake
2015-06-07T19:02:24.830Z,37.8963,-116.1535,1.2849,0.97,ml,10,186.85,0.636,0.1741,nn,nn00497640,2015-06-07T19:11:45.419Z,"37km SSE of Warm Springs, Nevada",earthquake
2015-06-07T19:00:42.320Z,36.085,-120.6703333,3.86,0.78,md,23,144,0.04985,0.07,nc,nc72462531,2015-06-10T01:52:13.780Z,"28km WSW of Coalinga, California",earthquake
2015-06-07T18:51:59.800Z,37.6523333,-118.8261667,3.88,1.07,md,21,61,0.01629,0.05,nc,nc72462526,2015-06-08T18:40:34.240Z,"12km E of Mammoth Lakes, California",earthquake
2015-06-07T18:49:12.890Z,37.967,-116.2472,7,1.25,ml,9,214.12,0.645,,nn,nn00497636,2015-06-07T18:51:03.707Z,"27km SSE of Warm Springs, Nevada",earthquake
2015-06-07T18:49:00.730Z,35.8616667,-117.6918333,3.14,0.61,ml,18,76,0.07957,0.19,ci,ci37395072,2015-06-08T21:30:37.812Z,"21km ESE of Little Lake, California",earthquake
2015-06-07T18:46:27.820Z,19.2891667,-155.388,3.21,1.12,md,28,98,0.04405,0.1,hv,hv60955176,2015-06-08T22:44:12.630Z,"13km NE of Pahala, Hawaii",earthquake
2015-06-07T18:36:26.110Z,38.8424988,-122.8404999,2.65,0.57,md,13,76,0.005529,0.02,nc,nc72462516,2015-06-07T18:38:01.530Z,"10km WNW of Cobb, California",earthquake
2015-06-07T18:36:20.414Z,36.7007,-116.3128,10.1738,-0.09,ml,14,77.7,0.085,0.1185,nn,nn00497631,2015-06-07T19:08:25.281Z,"46km ESE of Beatty, Nevada",earthquake
2015-06-07T18:36:13.000Z,60.383,-151.1766,53.1,1.3,ml,,,,0.31,ak,ak11619837,2015-06-07T18:48:08.762Z,"7km ESE of Kalifornsky, Alaska",earthquake
2015-06-07T18:31:11.350Z,46.755,-122.4358333,22.84,0.86,md,10,125,0.2017,0.14,uw,uw61022682,2015-06-07T19:24:10.280Z,"17km SW of Eatonville, Washington",earthquake
2015-06-07T18:24:07.000Z,63.4804,-147.5502,25.7,1,ml,,,,0.31,ak,ak11619834,2015-06-07T18:48:07.976Z,"70km E of Cantwell, Alaska",earthquake
2015-06-07T18:19:01.260Z,37.2945,-121.6726667,4.93,2.18,md,77,43,0.03545,0.04,nc,nc72462501,2015-06-10T06:26:49.433Z,"14km E of Seven Trees, California",earthquake
